generation,path_length_rings,euclid_distance,effective_rings,global_x,global_y,heading_running,heading_windowed,local_clock,elapsed_s,hop_ms,patch_ms
10803,6184,22932.2585,6494.1772,22145.3214,-5966.6057,-15.0829,-14.4793,1.7500,41.020,80.55,79.42
10824,6196,22978.7687,6507.3484,22188.0714,-5986.7099,-15.1036,-14.4793,1.7500,41.099,79.09,77.98
10844,6208,23022.0257,6519.5983,22230.0714,-5997.1022,-15.1013,-14.4793,1.6667,41.180,81.08,79.96
10866,6220,23068.6304,6532.7963,22275.0714,-6009.2266,-15.1013,-14.7047,1.8333,41.258,78.09,76.94
10887,6232,23111.9827,6545.0732,22319.3214,-6011.6391,-15.0784,-13.9221,1.7500,41.338,79.28,78.17
10907,6244,23157.5901,6557.9887,22362.0714,-6028.2791,-15.0907,-14.2536,1.6667,41.415,77.83,76.77
10929,6256,23201.8449,6570.5212,22406.3214,-6034.1557,-15.0762,-14.4793,1.8333,41.495,79.55,78.37
10948,6268,23244.4596,6582.5893,22445.3214,-6053.2083,-15.0966,-14.4739,1.5833,41.576,80.49,79.47
10970,6280,23291.6112,6595.9421,22491.0714,-6064.6522,-15.0945,-15.0368,1.8333,41.655,79.78,78.63
10991,6292,23334.9646,6608.2193,22535.3214,-6067.0647,-15.0719,-13.9523,1.7500,41.734,78.59,77.44
11012,6304,23381.4732,6621.3901,22578.0714,-6087.1688,-15.0922,-15.0368,1.7500,41.816,82.39,81.28
11033,6316,23424.8268,6633.6674,22622.3214,-6089.5813,-15.0697,-13.9523,1.7500,41.896,79.61,78.50
11054,6328,23471.3351,6646.8381,22665.0714,-6109.6855,-15.0900,-15.0368,1.7500,41.980,83.69,82.59
11075,6340,23514.6891,6659.1155,22709.3214,-6112.0980,-15.0676,-13.8656,1.7500,42.064,84.85,83.70
11096,6352,23561.1971,6672.2860,22752.0714,-6132.2022,-15.0878,-14.4793,1.7500,42.156,91.06,89.93
11117,6364,23604.5515,6684.5636,22796.3214,-6134.6147,-15.0655,-14.4793,1.7500,42.248,92.79,91.64
11136,6376,23647.1647,6696.6312,22835.3214,-6153.6672,-15.0855,-14.4739,1.5833,42.346,97.43,96.33
11158,6388,23693.7694,6709.8291,22880.3214,-6165.7916,-15.0855,-15.0941,1.8333,42.445,98.92,97.71
11180,6400,23740.9212,6723.1820,22926.0714,-6177.2355,-15.0834,-14.4793,1.8333,42.543,98.18,96.99
11200,6412,23784.1786,6735.4321,22968.0714,-6187.6278,-15.0812,-15.0368,1.6667,42.642,98.95,97.75
11221,6424,23829.8822,6748.3749,23013.0714,-6196.2880,-15.0732,-14.2536,1.7500,42.738,96.11,94.94
11242,6436,23874.0407,6760.8801,23055.0714,-6210.1445,-15.0791,-14.4793,1.7500,42.838,99.87,98.70
11264,6448,23920.6454,6774.0781,23100.0714,-6222.2688,-15.0791,-14.4793,1.8333,42.936,98.12,96.91
11285,6460,23964.0011,6786.3560,23144.3214,-6224.6813,-15.0571,-14.4793,1.7500,43.034,98.43,97.23
11306,6472,24010.5076,6799.5261,23187.0714,-6244.7855,-15.0770,-14.7047,1.7500,43.134,99.54,98.34
11327,6484,24053.8636,6811.8041,23231.3214,-6247.1980,-15.0551,-14.4793,1.7500,43.231,97.29,96.05
11348,6496,24099.8457,6824.8257,23273.9286,-6265.8175,-15.0715,-14.3909,1.7500,43.332,100.70,99.53
11369,6508,24143.7262,6837.2522,23318.3214,-6269.7146,-15.0531,-13.9221,1.7500,43.429,97.22,96.04
11390,6520,24189.7080,6850.2738,23360.9286,-6288.3342,-15.0695,-15.0032,1.7500,43.528,98.73,97.52
11411,6532,24233.5887,6862.7004,23405.3214,-6292.2313,-15.0511,-13.9221,1.7500,43.626,98.07,96.84
11430,6544,24276.1998,6874.7674,23444.3214,-6311.2838,-15.0706,-15.0941,1.5833,43.725,99.03,97.94
11452,6556,24323.3518,6888.1203,23490.0714,-6322.7278,-15.0686,-14.4793,1.8333,43.824,98.91,97.70
11473,6568,24366.7092,6900.3987,23534.3214,-6325.1403,-15.0470,-14.4793,1.7500,43.923,99.07,97.90
11494,6580,24413.2141,6913.5684,23577.0714,-6345.2444,-15.0665,-14.4793,1.7500,44.022,99.20,98.04
11515,6592,24456.5718,6925.8469,23621.3214,-6347.6569,-15.0451,-14.4793,1.7500,44.119,97.16,95.96
11536,6604,24503.0765,6939.0165,23664.0714,-6367.7611,-15.0645,-14.4847,1.7500,44.218,98.75,97.54
11557,6616,24546.4345,6951.2950,23708.3214,-6370.1736,-15.0431,-13.8656,1.7500,44.315,97.53,96.33
11578,6628,24592.9388,6964.4646,23751.0714,-6390.2777,-15.0625,-14.4793,1.7500,44.414,98.49,97.27
11598,6640,24636.1965,6976.7147,23793.0714,-6400.6700,-15.0604,-14.4793,1.6667,44.516,101.72,100.55
11620,6652,24682.8013,6989.9127,23838.0714,-6412.7944,-15.0605,-14.7047,1.8333,44.614,98.69,97.43
11641,6664,24726.1599,7002.1914,23882.3214,-6415.2069,-15.0392,-13.9221,1.7500,44.712,97.98,96.80
11661,6676,24771.7639,7015.1060,23925.0714,-6431.8470,-15.0507,-14.2536,1.6667,44.810,97.22,96.08
11683,6688,24816.0227,7027.6396,23969.3214,-6437.7236,-15.0373,-14.4793,1.8333,44.910,99.97,98.75
11702,6700,24858.6317,7039.7060,24008.3214,-6456.7761,-15.0564,-14.4739,1.5833,45.009,99.48,98.37
11724,6712,24905.7840,7053.0591,24054.0714,-6468.2200,-15.0545,-15.0368,1.8333,45.109,99.73,98.52
11745,6724,24949.1436,7065.3380,24098.3214,-6470.6325,-15.0334,-13.9523,1.7500,45.206,97.59,96.41
11766,6736,24995.6465,7078.5072,24141.0714,-6490.7367,-15.0525,-15.0368,1.7500,45.308,102.09,100.93
11787,6748,25039.0064,7090.7863,24185.3214,-6493.1492,-15.0316,-13.9523,1.7500,45.408,99.64,98.45
11808,6760,25085.5091,7103.9553,24228.0714,-6513.2533,-15.0506,-15.0368,1.7500,45.508,99.57,98.42
11829,6772,25128.8693,7116.2345,24272.3214,-6515.6658,-15.0297,-13.8656,1.7500,45.606,98.52,97.31
11850,6784,25175.3716,7129.4035,24315.0714,-6535.7700,-15.0487,-14.4793,1.7500,45.704,97.48,96.33
11871,6796,25218.7322,7141.6827,24359.3214,-6538.1825,-15.0278,-14.4793,1.7500,45.802,97.89,96.73
11890,6808,25261.3398,7153.7488,24398.3214,-6557.2351,-15.0466,-14.4739,1.5833,45.901,99.12,98.00
11912,6820,25307.9445,7166.9468,24443.3214,-6569.3594,-15.0467,-15.0941,1.8333,46.000,98.98,97.73
11934,6832,25355.0969,7180.2998,24489.0714,-6580.8033,-15.0448,-14.4793,1.8333,46.098,98.84,97.61
11954,6844,25398.3549,7192.5500,24531.0714,-6591.1956,-15.0429,-15.0368,1.6667,46.197,98.80,97.62
11975,6856,25444.0607,7205.4934,24576.0714,-6599.8559,-15.0354,-14.2536,1.7500,46.295,97.32,96.14
11996,6868,25488.2176,7217.9982,24618.0714,-6613.7123,-15.0410,-14.4793,1.7500,46.393,98.73,97.57
12018,6880,25534.8223,7231.1962,24663.0714,-6625.8366,-15.0411,-14.4793,1.8333,46.492,98.93,97.73
12039,6892,25578.1840,7243.4758,24707.3214,-6628.2491,-15.0206,-14.4793,1.7500,46.591,98.51,97.34
12060,6904,25624.6850,7256.6444,24750.0714,-6648.3533,-15.0392,-14.7047,1.7500,46.689,98.53,97.36
12081,6916,25668.0470,7268.9240,24794.3214,-6650.7658,-15.0188,-14.4793,1.7500,46.788,98.95,97.79
