generation,path_length_rings,euclid_distance,effective_rings,global_x,global_y,heading_running,heading_windowed,local_clock,elapsed_s,hop_ms,patch_ms
444841,243882,704474.6817,221933.1655,689113.5231,-146306.1104,-11.9863,-11.9850,1.7500,2419.002,123.96,122.72
447023,245083,707929.0942,223021.4214,692492.1551,-147025.7050,-11.9865,-12.7847,1.8333,2431.362,123.62,122.33
449220,246285,711408.6578,224117.6007,695896.9816,-147743.0251,-11.9861,-11.9556,1.9167,2443.745,125.30,123.99
451407,247485,714873.9222,225209.2753,699286.0184,-148465.8652,-11.9863,-11.7989,1.7500,2456.107,119.22,117.98
453607,248687,718356.2703,226306.3318,702692.0906,-149190.7265,-11.9865,-12.4142,1.8333,2468.469,123.56,122.28
455791,249888,721815.9107,227396.2346,706077.1752,-149905.1013,-11.9861,-11.7684,1.8333,2480.833,125.23,123.87
457984,251090,725288.4069,228490.1874,709474.8106,-150622.2624,-11.9858,-11.4786,1.7500,2493.236,121.30,120.01
460182,252291,728769.8884,229586.9709,712879.6143,-151348.9253,-11.9861,-11.9557,1.9167,2505.592,119.73,118.42
462361,253492,732219.8007,230673.8091,716254.1482,-152066.1538,-11.9862,-11.9018,1.7500,2517.964,123.27,121.92
464554,254693,735693.0087,231767.9862,719651.8767,-152786.3041,-11.9861,-11.8955,1.9167,2530.332,124.25,122.94
466743,255894,739160.7193,232860.4314,723043.2795,-153509.7781,-11.9864,-11.7989,1.8333,2542.684,122.26,120.93
468940,257096,742638.7904,233956.1405,726446.3517,-154228.1753,-11.9860,-11.9331,1.9167,2555.058,121.83,120.46
471129,258296,746105.1539,235048.1613,729836.8023,-154949.6482,-11.9862,-11.7804,1.8333,2567.428,123.50,122.20
473322,259499,749579.0128,236142.5434,733235.3070,-155669.2768,-11.9860,-12.2157,1.9167,2579.769,125.94,124.60
475514,260701,753049.9953,237236.0194,736630.4750,-156390.7713,-11.9861,-11.8840,1.9167,2592.096,124.66,123.28
477697,261902,756508.1848,238325.4651,740012.4137,-157112.9774,-11.9864,-12.5555,1.5833,2604.471,119.68,118.44
479891,263103,759981.1833,239419.5762,743409.8502,-157833.4944,-11.9863,-12.6584,1.9167,2616.863,122.17,120.86
482078,264304,763443.7063,240510.3872,746798.2682,-158546.0484,-11.9858,-11.3328,1.9167,2629.615,131.12,129.71
484273,265505,766921.1559,241605.9005,750198.7385,-159273.7081,-11.9863,-11.8924,1.7500,2642.511,130.49,129.19
486463,266706,770389.5049,242698.5468,753591.6974,-159992.9272,-11.9862,-12.3760,1.7500,2655.423,128.10,126.84
488655,267909,773859.6749,243791.7668,756985.2755,-160717.9981,-11.9865,-12.2839,1.5833,2668.290,127.88,126.59
490848,269110,777333.7214,244886.2080,760384.6200,-161434.5739,-11.9861,-11.9532,1.8333,2681.164,128.75,127.44
493029,270312,780787.2108,245974.1731,763762.4007,-162153.7335,-11.9863,-12.2053,1.9167,2694.048,129.49,128.10
495219,271513,784256.2008,247067.0213,767156.1210,-162872.4527,-11.9862,-12.4150,1.8333,2706.938,130.63,129.25
497417,272714,787736.9704,248163.5806,770560.8316,-163596.1265,-11.9862,-11.9067,1.9167,2719.859,131.35,129.98
499610,273915,791208.5914,249257.2577,773957.5556,-164313.3661,-11.9859,-11.7295,1.9167,2732.791,127.59,126.21
501797,275116,794673.8558,250348.9323,777346.5924,-165036.2062,-11.9862,-11.9374,1.7500,2745.713,128.94,127.61
503993,276319,798151.9685,251444.6545,780748.2731,-165761.3576,-11.9864,-12.5209,1.6154,2758.588,127.98,126.67
506182,277520,801618.0648,252536.5911,784139.6082,-166477.3779,-11.9861,-11.8999,1.9167,2771.509,127.57,126.20
508374,278722,805088.6015,253629.9267,787534.7616,-167196.7947,-11.9860,-11.5255,1.9167,2784.398,130.87,129.50
510565,279923,808558.7555,254723.1416,790928.3282,-167921.8420,-11.9863,-12.2437,1.7500,2797.253,128.63,127.37
512759,281124,812033.2885,255817.7361,794327.5568,-168641.3074,-11.9862,-12.1873,1.7500,2810.116,125.15,123.95
