generation,path_length_rings,euclid_distance,effective_rings,global_x,global_y,heading_running,heading_windowed,local_clock,elapsed_s,hop_ms,patch_ms
18533,10608,39640.0996,9252.9316,-10599.8929,38196.4834,105.5144,105.5207,1.7500,81.368,90.54,89.36
18554,10620,39685.8354,9263.6075,-10614.8929,38239.7847,105.5186,105.5207,1.7500,81.456,87.54,86.35
18575,10632,39729.9661,9273.9086,-10623.8929,38283.0860,105.5144,105.5207,1.7500,81.545,89.55,88.40
18596,10644,39775.1924,9284.4655,-10640.1071,38325.5212,105.5205,105.6150,1.7500,81.633,88.13,86.90
18617,10656,39819.8327,9294.8856,-10647.8929,38369.6885,105.5143,105.5207,1.7500,81.723,90.02,88.83
18638,10668,39865.0589,9305.4424,-10664.1071,38412.1238,105.5204,105.5207,1.7500,81.811,87.62,86.44
18659,10680,39909.6992,9315.8625,-10671.8929,38456.2911,105.5142,105.5207,1.7500,81.900,89.29,88.07
18680,10692,39954.9255,9326.4194,-10688.1071,38498.7263,105.5204,105.5207,1.7500,81.989,88.10,86.85
18701,10704,39999.5658,9336.8395,-10695.8929,38542.8936,105.5142,105.5207,1.7500,82.079,90.08,88.89
18722,10716,40044.7921,9347.3964,-10712.1071,38585.3289,105.5203,105.5207,1.7500,82.168,89.09,87.87
18743,10728,40089.4324,9357.8165,-10719.8929,38629.4961,105.5141,105.5207,1.7500,82.257,89.72,88.53
18764,10740,40134.6586,9368.3734,-10736.1071,38671.9314,105.5202,105.5207,1.7500,82.347,89.27,88.09
18784,10752,40178.4325,9378.5912,-10746.8929,38714.3666,105.5189,105.7464,1.6667,82.435,88.25,87.10
18806,10764,40224.5252,9389.3503,-10760.1071,38758.5339,105.5202,105.5207,1.8333,82.524,89.03,87.78
18826,10776,40268.2991,9399.5682,-10770.8929,38800.9692,105.5188,105.5207,1.6667,82.612,88.43,87.25
18848,10788,40314.3917,9410.3273,-10784.1071,38845.1365,105.5201,105.5207,1.8333,82.703,90.58,89.34
18868,10800,40358.1656,9420.5452,-10794.8929,38887.5717,105.5187,105.5207,1.6667,82.791,88.35,87.13
18889,10812,40402.2964,9430.8463,-10803.8929,38930.8730,105.5146,105.2626,1.7500,82.882,90.49,89.27
18910,10824,40448.0322,9441.5221,-10818.8929,38974.1743,105.5187,105.5207,1.7500,82.969,87.41,86.19
18931,10836,40492.1629,9451.8233,-10827.8929,39017.4755,105.5145,105.5207,1.7500,83.058,89.10,87.95
18952,10848,40537.8988,9462.4991,-10842.8929,39060.7768,105.5186,105.5207,1.7500,83.147,88.33,87.12
18973,10860,40582.0295,9472.8002,-10851.8929,39104.0781,105.5145,105.5207,1.7500,83.236,89.43,88.25
18994,10872,40627.2558,9483.3571,-10868.1071,39146.5133,105.5205,105.5207,1.7500,83.324,87.58,86.35
19015,10884,40671.8960,9493.7772,-10875.8929,39190.6806,105.5144,105.5207,1.7500,83.413,89.25,88.02
19036,10896,40717.1223,9504.3341,-10892.1071,39233.1159,105.5204,105.5207,1.7500,83.501,87.69,86.47
19057,10908,40761.7626,9514.7542,-10899.8929,39277.2832,105.5144,105.5207,1.7500,83.590,89.54,88.35
19078,10920,40806.9889,9525.3110,-10916.1071,39319.7184,105.5204,105.5207,1.7500,83.679,89.01,87.81
19099,10932,40851.6292,9535.7311,-10923.8929,39363.8857,105.5143,105.5207,1.7500,83.769,90.31,89.08
19120,10944,40896.8554,9546.2880,-10940.1071,39406.3209,105.5203,105.5207,1.7500,83.859,89.23,88.00
19141,10956,40941.4957,9556.7081,-10947.8929,39450.4882,105.5143,105.5207,1.7500,83.949,89.94,88.70
19162,10968,40986.7220,9567.2650,-10964.1071,39492.9235,105.5202,105.5207,1.7500,84.037,88.79,87.56
19182,10980,41030.4959,9577.4828,-10974.8929,39535.3587,105.5189,105.5207,1.6667,84.126,88.50,87.29
19204,10992,41076.5885,9588.2420,-10988.1071,39579.5260,105.5202,105.5207,1.8333,84.216,89.92,88.67
19224,11004,41120.3625,9598.4598,-10998.8929,39621.9613,105.5188,105.5207,1.6667,84.304,87.76,86.52
19246,11016,41166.4551,9609.2189,-11012.1071,39666.1286,105.5201,105.5207,1.8333,84.394,90.26,89.01
19266,11028,41210.2290,9619.4368,-11022.8929,39708.5638,105.5188,105.5207,1.6667,84.482,87.79,86.61
19287,11040,41254.3597,9629.7379,-11031.8929,39751.8651,105.5147,105.5207,1.7500,84.571,89.58,88.37
19308,11052,41300.0956,9640.4138,-11046.8929,39795.1663,105.5187,105.5207,1.7500,84.659,87.85,86.62
19329,11064,41344.2263,9650.7149,-11055.8929,39838.4676,105.5147,105.5207,1.7500,84.750,90.61,89.41
19350,11076,41389.4526,9661.2718,-11072.1071,39880.9029,105.5206,105.6150,1.7500,84.839,88.91,87.65
19371,11088,41434.0929,9671.6919,-11079.8929,39925.0702,105.5146,105.5207,1.7500,84.928,89.61,88.39
19392,11100,41479.3191,9682.2487,-11096.1071,39967.5054,105.5205,105.5207,1.7500,85.015,87.19,85.97
19413,11112,41523.9594,9692.6688,-11103.8929,40011.6727,105.5146,105.5207,1.7500,85.104,89.05,87.85
19434,11124,41569.1857,9703.2257,-11120.1071,40054.1079,105.5205,105.5207,1.7500,85.193,88.16,86.95
19455,11136,41613.8260,9713.6458,-11127.8929,40098.2752,105.5145,105.5207,1.7500,85.283,90.46,89.28
19476,11148,41659.0523,9724.2027,-11144.1071,40140.7105,105.5204,105.5207,1.7500,85.371,88.41,87.21
19497,11160,41703.6925,9734.6228,-11151.8929,40184.8778,105.5145,105.5207,1.7500,85.461,89.21,88.04
19518,11172,41748.9188,9745.1797,-11168.1071,40227.3130,105.5203,105.5207,1.7500,85.550,89.46,88.28
19538,11184,41792.6927,9755.3975,-11178.8929,40269.7483,105.5190,105.7464,1.6667,85.639,89.17,87.98
19560,11196,41838.7854,9766.1566,-11192.1071,40313.9156,105.5203,105.5207,1.8333,85.728,88.88,87.67
19580,11208,41882.5593,9776.3745,-11202.8929,40356.3508,105.5189,105.5207,1.6667,85.817,88.60,87.43
19602,11220,41928.6519,9787.1336,-11216.1071,40400.5181,105.5202,105.5207,1.8333,85.907,90.20,88.90
19622,11232,41972.4258,9797.3515,-11226.8929,40442.9533,105.5189,105.5207,1.6667,85.995,87.91,86.75
19643,11244,42016.5566,9807.6526,-11235.8929,40486.2546,105.5149,105.2626,1.7500,86.084,89.37,88.19
19664,11256,42062.2924,9818.3284,-11250.8929,40529.5559,105.5188,105.5207,1.7500,86.172,87.55,86.34
19685,11268,42106.4231,9828.6296,-11259.8929,40572.8572,105.5148,105.5207,1.7500,86.262,90.14,88.94
19706,11280,42152.1590,9839.3054,-11274.8929,40616.1584,105.5187,105.5207,1.7500,86.350,88.22,86.95
19727,11292,42196.2897,9849.6065,-11283.8929,40659.4597,105.5148,105.5207,1.7500,86.440,89.67,88.49
19748,11304,42241.5160,9860.1634,-11300.1071,40701.8949,105.5206,105.5207,1.7500,86.528,87.98,86.76
19769,11316,42286.1562,9870.5835,-11307.8929,40746.0622,105.5147,105.5207,1.7500,86.618,89.80,88.62
19790,11328,42331.3825,9881.1404,-11324.1071,40788.4975,105.5205,105.5207,1.7500,86.706,88.44,87.23
19811,11340,42376.0228,9891.5605,-11331.8929,40832.6648,105.5147,105.5207,1.7500,86.796,89.56,88.32
19832,11352,42421.2491,9902.1174,-11348.1071,40875.1000,105.5205,105.5207,1.7500,86.885,89.15,87.91
